SoldTo,NamaAgen,Wilayah,TipePangkalan,IDRegistrasi,NamaPangkalan,EmailPangkalan,NoHPPemilik,NoKTPPemilik,NamaPemilik,NomorNIB,QtyKontrak,Catatan,TipePembayaran,NoRekening,NamaBank,NamaAkunBank,TanggalDiapproveSAM,Provinsi,Kota,Kecamatan,Kelurahan,RT,RW,KodePos,Alamat,IntegrasiMAP,MID,Latitude,Longitude,StatusPembaharuan
793603,PT. ENERGI SUMATERA JAYA,KOTA MEDAN,Regular,1.2023776687649,SPBU 142011525,setiawansantoso353@gmail.com,81218425476,1271680280964778,Setiawan Santoso,1207789459290000,1120,,Cashless,1060010000000.0,Bank Mandiri,SETIAWAN SANTOSO,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN BARAT,PULO BRAYAN DARAT II,111,111,20235,Jalan Ahmad No 75,Ya,LPG_215103,3.612234,98.685426,Active Diperbaharui
793601,PT. RESTU JAYA,KOTA MEDAN,Regular,1.2023754149273,SPBU 142011365,sitifitriani966@gmail.com,81273740157,1271385247811345,Siti Fitriani,1207414784000000,1000,,Cashless,1060010000000.0,Bank Mandiri,SITI FITRIANI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PERJUANGAN,PULO BRAYAN DARAT II,111,111,20114,Jalan Ahmad No 141,Ya,LPG_213176,3.623387,98.663353,Active Diperbaharui
793602,PT. MEDAN GAS UTAMA,KOTA MEDAN,Regular,1.2023780289957,AHMAD GAS,lestariahmad855@gmail.com,81291933945,1271417242453318,Lestari Ahmad,1207165309880000,1650,,Cashless,1060010000000.0,Bank Mandiri,LESTARI AHMAD,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN BARAT,SEI PUTIH BARAT,111,111,20236,Jalan Wahyuni No 36,Ya,LPG_215717,3.585417,98.6712,Active Diperbaharui
793601,PT. MEDAN GAS UTAMA,KOTA MEDAN,Regular,1.2023747417462,SHINELLAH LPG,hestishinellah787@gmail.com,81276007828,1271586763514267,Hesti Shinellah,1207461539740000,800,,Cashless,1060010000000.0,Bank Mandiri,HESTI SHINELLAH,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN BARAT,SEI PUTIH BARAT,111,111,20235,Jalan Saputra No 161,Ya,LPG_212202,3.597822,98.688489,Active Diperbaharui
793602,PT. PATRA NIAGA MEDAN,KOTA MEDAN,Regular,1.202364237446,RAHAYU LPG,hestirahayu670@gmail.com,81229134927,1271663060821826,Hesti Rahayu,1207282432830000,1120,,Cashless,1060010000000.0,Bank Mandiri,HESTI RAHAYU,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PETISAH,GAHARU,111,111,20236,Jalan Wahyuni No 186,Ya,LPG_224822,3.581011,98.664893,Active Diperbaharui
793603,PT. MEDAN GAS UTAMA,KOTA MEDAN,Regular,1.2023766520261,AHMAD ENERGY,agusahmad198@gmail.com,81244680575,1271950693831741,Agus Ahmad,1207103363420000,1650,,Cashless,1060010000000.0,Bank Mandiri,AGUS AHMAD,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN TIMUR,SEI PUTIH BARAT,111,111,20236,Jalan Shinellah No 142,Ya,LPG_213424,3.582521,98.66031,Active Diperbaharui
793603,PT. RESTU JAYA,KOTA MEDAN,Regular,1.2023643585797,SPBU 142011573,budiutami265@gmail.com,81287566844,1271715013633208,Budi Utami,1207217728710000,1000,,Cashless,1060010000000.0,Bank Mandiri,BUDI UTAMI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN KOTA,PULO BRAYAN DARAT II,111,111,20114,Jalan Wijaya No 14,Ya,LPG_229629,3.586713,98.664987,Active Diperbaharui
793603,PT. PATRA NIAGA MEDAN,KOTA MEDAN,Regular,1.2023623452189,UTAMI ENERGY,rizkyutami199@gmail.com,81251329335,1271841836518091,Rizky Utami,1207556525480000,800,,Cashless,1060010000000.0,Bank Mandiri,RIZKY UTAMI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PETISAH,SIDORAME BARAT II,111,111,20114,Jalan Shinellah No 78,Ya,LPG_219662,3.624003,98.688,Active Diperbaharui
793601,PT. INTI GAS NUSANTARA,KOTA MEDAN,Regular,1.2023676751946,ARIYANI LPG,oviariyani571@gmail.com,81219254364,1271987296993919,Ovi Ariyani,1207876201100000,1120,,Cashless,1060010000000.0,Bank Mandiri,OVI ARIYANI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PETISAH,GAHARU,111,111,20236,Jalan Fitriani No 23,Ya,LPG_227820,3.588934,98.682286,Active Diperbaharui
793601,PT. BERKAH LPG SEJAHTERA,KOTA MEDAN,Regular,1.2023671094627,ARIYANI MAJU,fauziariyani108@gmail.com,81230396359,1271749863586804,Fauzi Ariyani,,1000,,Cashless,1060010000000.0,Bank Mandiri,FAUZI ARIYANI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN KOTA,GLUGUR KOTA,111,111,20236,Jalan Wijaya No 46,Ya,LPG_216827,3.59091,98.667586,Active Diperbaharui
793601,PT. BERKAH LPG SEJAHTERA,KOTA MEDAN,Regular,1.2023712664975,WIJAYA MAJU,rizkywijaya516@gmail.com,81246080972,1271677337191394,Rizky Wijaya,1207635744330000,1650,,Cashless,1060010000000.0,Bank Mandiri,RIZKY WIJAYA,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN TIMUR,GLUGUR KOTA,111,111,20236,Jalan Ariyani No 49,Ya,LPG_217626,3.605396,98.674249,Active Diperbaharui
793603,PT. MEDAN GAS UTAMA,KOTA MEDAN,Regular,1.2023670085486,DEWI LPG,megadewi862@gmail.com,81267360307,1271410326658679,Mega Dewi,1207384645770000,800,,Cashless,1060010000000.0,Bank Mandiri,MEGA DEWI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN KOTA,PULO BRAYAN DARAT II,111,111,20114,Jalan Wahyuni No 21,Ya,LPG_218136,3.588856,98.685051,Active Diperbaharui
793602,PT. PATRA NIAGA MEDAN,KOTA MEDAN,Regular,1.2023732599324,SPBU 142011106,putrisantoso909@gmail.com,81263648327,1271592629428078,Putri Santoso,1207770233970000,800,,Cashless,1060010000000.0,Bank Mandiri,PUTRI SANTOSO,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PERJUANGAN,GLUGUR KOTA,111,111,20114,Jalan Dewi No 173,Ya,LPG_218669,3.586074,98.665462,Active Diperbaharui
793601,PT. PATRA NIAGA MEDAN,KOTA MEDAN,Regular,1.2023714229367,AHMAD ENERGY,sitiahmad786@gmail.com,81225549878,1271820761569330,Siti Ahmad,1207841049760000,1000,,Cashless,1060010000000.0,Bank Mandiri,SITI AHMAD,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN TIMUR,GAHARU,111,111,20235,Jalan Nose No 84,Ya,LPG_220050,3.617858,98.679161,Active Diperbaharui
793603,PT. PATRA NIAGA MEDAN,KOTA MEDAN,Regular,1.2023667792465,SPBU 142011670,agusahmad301@gmail.com,81214180390,1271395795580490,Agus Ahmad,1207802982450000,1650,,Cashless,1060010000000.0,Bank Mandiri,AGUS AHMAD,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN KOTA,SIDORAME BARAT II,111,111,20114,Jalan Shinellah No 102,Ya,LPG_214755,3.598043,98.667974,Active Diperbaharui
793601,PT. MEDAN GAS UTAMA,KOTA MEDAN,Regular,1.2023680870568,FITRIANI LPG,setiawanfitriani698@gmail.com,81298443938,1271436201459839,Setiawan Fitriani,1207318174330000,800,11 OKTOBER 2019,Cashless,1060010000000.0,Bank Mandiri,SETIAWAN FITRIANI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN BARAT,PULO BRAYAN DARAT II,111,111,20114,Jalan Nose No 155,Ya,LPG_215776,3.629255,98.67639,Active Diperbaharui
793603,PT. RESTU JAYA,KOTA MEDAN,Regular,1.202366898182,SAPUTRA MAJU,megasaputra646@gmail.com,81280391203,1271431333427377,Mega Saputra,1207161077250000,1000,,Cashless,1060010000000.0,Bank Mandiri,MEGA SAPUTRA,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PETISAH,PULO BRAYAN DARAT II,111,111,20235,Jalan Ahmad No 37,Ya,LPG_215609,3.625467,98.681698,Active Diperbaharui
793603,PT. PATRA NIAGA MEDAN,KOTA MEDAN,Regular,1.2023658120883,SPBU 142011603,andiwijaya441@gmail.com,81213982157,1271929710306297,Andi Wijaya,1207453032590000,1650,11 OKTOBER 2019,Cashless,1060010000000.0,Bank Mandiri,ANDI WIJAYA,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN KOTA,GAHARU,111,111,20235,Jalan Wijaya No 10,Ya,LPG_218064,3.594749,98.673076,Active Diperbaharui
793602,PT. RESTU JAYA,KOTA MEDAN,Regular,1.2023670249964,NOSE JAYA,hestinose289@gmail.com,81220948506,1271564981456841,Hesti Nose,1207673133980000,800,11 OKTOBER 2019,Cashless,1060010000000.0,Bank Mandiri,HESTI NOSE,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN BARAT,GAHARU,111,111,20236,Jalan Nose No 161,Ya,LPG_218986,3.599648,98.689799,Active Diperbaharui
793600,PT. MEDAN GAS UTAMA,KOTA MEDAN,Regular,1.2023761153902,FITRIANI JAYA,olafitriani396@gmail.com,81289758066,1271736533676184,Ola Fitriani,1207390744930000,1120,,Cashless,1060010000000.0,Bank Mandiri,OLA FITRIANI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN BARAT,GLUGUR KOTA,111,111,20114,Jalan Fitriani No 67,Ya,LPG_214082,3.619365,98.668429,Active Diperbaharui
793602,PT. BERKAH LPG SEJAHTERA,KOTA MEDAN,Regular,1.2023775256153,RAHAYU ENERGY,pratamarahayu296@gmail.com,81291516303,1271138265545449,Pratama Rahayu,1207618753930000,1120,,Cashless,1060010000000.0,Bank Mandiri,PRATAMA RAHAYU,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN KOTA,SEI PUTIH BARAT,111,111,20114,Jalan Ariyani No 135,Ya,LPG_224722,3.600175,98.662373,Active Diperbaharui
793601,PT. ENERGI SUMATERA JAYA,KOTA MEDAN,Regular,1.2023690121348,ARIYANI ENERGY,megaariyani808@gmail.com,81253768262,1271289825237424,Mega Ariyani,1207713359940000,1000,,Cashless,1060010000000.0,Bank Mandiri,MEGA ARIYANI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PERJUANGAN,GAHARU,111,111,20235,Jalan Rahayu No 142,Ya,LPG_223197,3.628846,98.669241,Active Diperbaharui
793600,PT. PATRA NIAGA MEDAN,KOTA MEDAN,Regular,1.2023756846247,SPBU 142011305,hestiahmad729@gmail.com,81221207792,1271588983571272,Hesti Ahmad,1207270010590000,1000,,Cashless,1060010000000.0,Bank Mandiri,HESTI AHMAD,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN KOTA,PULO BRAYAN DARAT II,111,111,20236,Jalan Santoso No 4,Ya,LPG_224464,3.58745,98.672366,Active Diperbaharui
793602,PT. MEDAN GAS UTAMA,KOTA MEDAN,Regular,1.2023650845659,SAPUTRA JAYA,sitisaputra87@gmail.com,81275390149,1271622258695539,Siti Saputra,1207973631890000,1650,11 OKTOBER 2019,Cashless,1060010000000.0,Bank Mandiri,SITI SAPUTRA,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN KOTA,PULO BRAYAN DARAT II,111,111,20236,Jalan Rahayu No 123,Ya,LPG_223891,3.615906,98.674071,Active Diperbaharui
793600,PT. BERKAH LPG SEJAHTERA,KOTA MEDAN,Regular,1.2023690149798,NOSE JAYA,sitinose809@gmail.com,81294854839,1271483817461285,Siti Nose,1207565516910000,1000,11 OKTOBER 2019,Cashless,1060010000000.0,Bank Mandiri,SITI NOSE,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN TIMUR,SIDORAME BARAT II,111,111,20235,Jalan Ahmad No 177,Ya,LPG_227956,3.61597,98.664738,Active Diperbaharui
793602,PT. MEDAN GAS UTAMA,KOTA MEDAN,Regular,1.2023733124788,AHMAD GAS,setiawanahmad229@gmail.com,81283844665,1271130810572601,Setiawan Ahmad,1207770745230000,1650,,Cashless,1060010000000.0,Bank Mandiri,SETIAWAN AHMAD,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN BARAT,SEI PUTIH BARAT,111,111,20235,Jalan Utami No 17,Ya,LPG_228208,3.604746,98.669521,Active Diperbaharui
793602,PT. ENERGI SUMATERA JAYA,KOTA MEDAN,Regular,1.2023673451599,SPBU 142011303,lestarishinellah960@gmail.com,81244534302,1271848672306949,Lestari Shinellah,1207342179700000,800,,Cashless,1060010000000.0,Bank Mandiri,LESTARI SHINELLAH,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN BARAT,GAHARU,111,111,20236,Jalan Wijaya No 43,Ya,LPG_216761,3.606316,98.674817,Active Diperbaharui
793603,PT. INTI GAS NUSANTARA,KOTA MEDAN,Regular,1.2023723255232,SHINELLAH JAYA,pratamashinellah889@gmail.com,81272050742,1271416875654091,Pratama Shinellah,1207207893140000,800,11 OKTOBER 2019,Cashless,1060010000000.0,Bank Mandiri,PRATAMA SHINELLAH,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PERJUANGAN,PULO BRAYAN DARAT II,111,111,20235,Jalan Shinellah No 72,Ya,LPG_227319,3.619735,98.662202,Active Diperbaharui
793601,PT. MEDAN GAS UTAMA,KOTA MEDAN,Regular,1.2023641701246,DEWI LPG,ovidewi741@gmail.com,81279905380,1271829761055770,Ovi Dewi,1207860643770000,800,,Cashless,1060010000000.0,Bank Mandiri,OVI DEWI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PERJUANGAN,SIDORAME BARAT II,111,111,20236,Jalan Saputra No 130,Ya,LPG_214598,3.605669,98.680635,Active Diperbaharui
793601,PT. BERKAH LPG SEJAHTERA,KOTA MEDAN,Regular,1.2023661886057,SPBU 142011328,fauzipriasa358@gmail.com,81245655006,1271886512127403,Fauzi Priasa,1207689891430000,1650,,Cashless,1060010000000.0,Bank Mandiri,FAUZI PRIASA,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN TIMUR,SIDORAME BARAT II,111,111,20236,Jalan Ahmad No 108,Ya,LPG_211239,3.591025,98.677932,Active Diperbaharui
793602,PT. ENERGI SUMATERA JAYA,KOTA MEDAN,Regular,1.2023667105696,DEWI ENERGY,sitidewi206@gmail.com,81252034876,1271799793988071,Siti Dewi,1207983761430000,1120,,Cashless,1060010000000.0,Bank Mandiri,SITI DEWI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PETISAH,GLUGUR KOTA,111,111,20236,Jalan Fitriani No 2,Ya,LPG_214745,3.6107,98.683362,Active Diperbaharui
793602,PT. PATRA NIAGA MEDAN,KOTA MEDAN,Regular,1.2023665192283,WAHYUNI ENERGY,budiwahyuni914@gmail.com,81249381546,1271346012384193,Budi Wahyuni,1207482819560000,1120,,Cashless,1060010000000.0,Bank Mandiri,BUDI WAHYUNI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN KOTA,GLUGUR KOTA,111,111,20236,Jalan Shinellah No 161,Ya,LPG_222281,3.603337,98.662423,Active Diperbaharui
793602,PT. PATRA NIAGA MEDAN,KOTA MEDAN,Regular,1.2023696238319,SAPUTRA LPG,olasaputra826@gmail.com,81298545640,1271680205430707,Ola Saputra,1207868763420000,1650,,Cashless,1060010000000.0,Bank Mandiri,OLA SAPUTRA,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PETISAH,GLUGUR KOTA,111,111,20236,Jalan Rahayu No 15,Ya,LPG_216400,3.619275,98.662587,Active Diperbaharui
793603,PT. INTI GAS NUSANTARA,KOTA MEDAN,Regular,1.2023742707901,DEWI GAS,setiawandewi797@gmail.com,81290657688,1271488389490768,Setiawan Dewi,1207981405450000,1650,,Cashless,1060010000000.0,Bank Mandiri,SETIAWAN DEWI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PERJUANGAN,GLUGUR KOTA,111,111,20236,Jalan Nose No 84,Ya,LPG_217081,3.581662,98.682555,Active Diperbaharui
793603,PT. PATRA NIAGA MEDAN,KOTA MEDAN,Regular,1.2023679377429,SPBU 142011373,sitiwahyuni710@gmail.com,81269524160,1271684293291883,Siti Wahyuni,1207129211510000,1120,,Cashless,1060010000000.0,Bank Mandiri,SITI WAHYUNI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN KOTA,SIDORAME BARAT II,111,111,20114,Jalan Ariyani No 143,Ya,LPG_226400,3.604864,98.669481,Active Diperbaharui
793602,PT. PATRA NIAGA MEDAN,KOTA MEDAN,Regular,1.2023714138213,NOSE MAJU,sitinose484@gmail.com,81265112784,1271563338317763,Siti Nose,1207426483180000,1000,,Cashless,1060010000000.0,Bank Mandiri,SITI NOSE,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN KOTA,GAHARU,111,111,20114,Jalan Wijaya No 63,Ya,LPG_220466,3.596246,98.670089,Active Diperbaharui
793600,PT. RESTU JAYA,KOTA MEDAN,Regular,1.2023743574822,ARIYANI MAJU,hestiariyani853@gmail.com,81234176339,1271405970392369,Hesti Ariyani,1207626230220000,1120,,Cashless,1060010000000.0,Bank Mandiri,HESTI ARIYANI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN BARAT,SEI PUTIH BARAT,111,111,20235,Jalan Wijaya No 129,Ya,LPG_223790,3.626555,98.663463,Active Diperbaharui
793603,PT. ENERGI SUMATERA JAYA,KOTA MEDAN,Regular,1.2023641171972,WAHYUNI ENERGY,hestiwahyuni23@gmail.com,81274923604,1271717888676168,Hesti Wahyuni,,1650,11 OKTOBER 2019,Cashless,1060010000000.0,Bank Mandiri,HESTI WAHYUNI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PETISAH,SIDORAME BARAT II,111,111,20236,Jalan Santoso No 162,Ya,LPG_222783,3.605153,98.665019,Active Diperbaharui
793600,PT. BERKAH LPG SEJAHTERA,KOTA MEDAN,Regular,1.2023774732168,SPBU 142011835,hestipriasa89@gmail.com,81221426697,1271716098968193,Hesti Priasa,1207877601640000,800,11 OKTOBER 2019,Cashless,1060010000000.0,Bank Mandiri,HESTI PRIASA,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PERJUANGAN,SEI PUTIH BARAT,111,111,20235,Jalan Wahyuni No 14,Ya,LPG_211612,3.613609,98.684285,Active Diperbaharui
793600,PT. MEDAN GAS UTAMA,KOTA MEDAN,Regular,1.2023718025848,AHMAD MAJU,budiahmad921@gmail.com,81237465273,1271440394886325,Budi Ahmad,1207410239240000,1650,,Cashless,1060010000000.0,Bank Mandiri,BUDI AHMAD,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN BARAT,SIDORAME BARAT II,111,111,20235,Jalan Wijaya No 166,Ya,LPG_213051,3.607583,98.687263,Active Diperbaharui
793601,PT. BERKAH LPG SEJAHTERA,KOTA MEDAN,Regular,1.2023650670742,SAPUTRA GAS,budisaputra631@gmail.com,81232017226,1271217464004484,Budi Saputra,,1650,11 OKTOBER 2019,Cashless,1060010000000.0,Bank Mandiri,BUDI SAPUTRA,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PETISAH,SEI PUTIH BARAT,111,111,20236,Jalan Fitriani No 136,Ya,LPG_221306,3.587216,98.674993,Active Diperbaharui
793603,PT. MEDAN GAS UTAMA,KOTA MEDAN,Regular,1.2023644994204,PRIASA JAYA,aguspriasa22@gmail.com,81220860397,1271457350980714,Agus Priasa,1207205705280000,1120,,Cashless,1060010000000.0,Bank Mandiri,AGUS PRIASA,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PETISAH,SIDORAME BARAT II,111,111,20236,Jalan Ahmad No 30,Ya,LPG_211741,3.590849,98.682223,Active Diperbaharui
793603,PT. PATRA NIAGA MEDAN,KOTA MEDAN,Regular,1.2023749369452,SPBU 142011489,budishinellah319@gmail.com,81291681920,1271914076227530,Budi Shinellah,1207368006340000,1650,,Cashless,1060010000000.0,Bank Mandiri,BUDI SHINELLAH,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PETISAH,SEI PUTIH BARAT,111,111,20235,Jalan Saputra No 192,Ya,LPG_224722,3.583424,98.66308,Active Diperbaharui
793601,PT. INTI GAS NUSANTARA,KOTA MEDAN,Regular,1.2023667666767,WAHYUNI MAJU,setiawanwahyuni151@gmail.com,81282504477,1271455812364687,Setiawan Wahyuni,,1000,11 OKTOBER 2019,Cashless,1060010000000.0,Bank Mandiri,SETIAWAN WAHYUNI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PETISAH,PULO BRAYAN DARAT II,111,111,20236,Jalan Dewi No 43,Ya,LPG_229558,3.606117,98.684317,Active Diperbaharui
793601,PT. MEDAN GAS UTAMA,KOTA MEDAN,Regular,1.2023663161829,SPBU 142011290,ovisaputra168@gmail.com,81289759053,1271512136739381,Ovi Saputra,1207858411990000,1120,11 OKTOBER 2019,Cashless,1060010000000.0,Bank Mandiri,OVI SAPUTRA,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN TIMUR,PULO BRAYAN DARAT II,111,111,20235,Jalan Fitriani No 22,Ya,LPG_214076,3.614078,98.684607,Active Diperbaharui
793600,PT. BERKAH LPG SEJAHTERA,KOTA MEDAN,Regular,1.2023734202811,SANTOSO LPG,setiawansantoso134@gmail.com,81266698307,1271797048412033,Setiawan Santoso,1207967483920000,1000,,Cashless,1060010000000.0,Bank Mandiri,SETIAWAN SANTOSO,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN KOTA,GLUGUR KOTA,111,111,20235,Jalan Rahayu No 74,Ya,LPG_223686,3.625803,98.662668,Active Diperbaharui
793600,PT. INTI GAS NUSANTARA,KOTA MEDAN,Regular,1.2023714479701,FITRIANI MAJU,ovifitriani738@gmail.com,81284068191,1271526002874460,Ovi Fitriani,1207508187330000,1650,,Cashless,1060010000000.0,Bank Mandiri,OVI FITRIANI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN BARAT,GAHARU,111,111,20236,Jalan Nose No 121,Ya,LPG_220211,3.619381,98.683724,Active Diperbaharui
793601,PT. ENERGI SUMATERA JAYA,KOTA MEDAN,Regular,1.202378666369,UTAMI ENERGY,agusutami979@gmail.com,81296985044,1271334764233271,Agus Utami,1207848242960000,1000,,Cashless,1060010000000.0,Bank Mandiri,AGUS UTAMI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN TIMUR,SIDORAME BARAT II,111,111,20114,Jalan Wahyuni No 94,Ya,LPG_223939,3.603215,98.6674,Active Diperbaharui
793602,PT. BERKAH LPG SEJAHTERA,KOTA MEDAN,Regular,1.2023610781329,SAPUTRA GAS,fauzisaputra749@gmail.com,81296316237,1271973527465221,Fauzi Saputra,1207387252670000,1120,,Cashless,1060010000000.0,Bank Mandiri,FAUZI SAPUTRA,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PETISAH,SEI PUTIH BARAT,111,111,20235,Jalan Ahmad No 76,Ya,LPG_219097,3.610997,98.664203,Active Diperbaharui
793601,PT. INTI GAS NUSANTARA,KOTA MEDAN,Regular,1.2023713833424,SAPUTRA GAS,ovisaputra398@gmail.com,81224350995,1271550640573174,Ovi Saputra,1207235288070000,1000,,Cashless,1060010000000.0,Bank Mandiri,OVI SAPUTRA,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN BARAT,PULO BRAYAN DARAT II,111,111,20114,Jalan Wahyuni No 18,Ya,LPG_228231,3.629436,98.677319,Active Diperbaharui
793602,PT. PATRA NIAGA MEDAN,KOTA MEDAN,Regular,1.2023663063641,SANTOSO LPG,pratamasantoso837@gmail.com,81260990169,1271479082185633,Pratama Santoso,,1650,11 OKTOBER 2019,Cashless,1060010000000.0,Bank Mandiri,PRATAMA SANTOSO,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN TIMUR,SIDORAME BARAT II,111,111,20235,Jalan Fitriani No 58,Ya,LPG_228505,3.601792,98.668934,Active Diperbaharui
793600,PT. BERKAH LPG SEJAHTERA,KOTA MEDAN,Regular,1.2023717273257,WIJAYA MAJU,megawijaya30@gmail.com,81253982927,1271761108508788,Mega Wijaya,1207353415570000,1000,,Cashless,1060010000000.0,Bank Mandiri,MEGA WIJAYA,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN TIMUR,SEI PUTIH BARAT,111,111,20235,Jalan Wijaya No 31,Ya,LPG_224736,3.598754,98.665296,Active Diperbaharui
793602,PT. INTI GAS NUSANTARA,KOTA MEDAN,Regular,1.2023613499678,FITRIANI ENERGY,hestifitriani133@gmail.com,81299960941,1271351118635936,Hesti Fitriani,1207100403350000,800,11 OKTOBER 2019,Cashless,1060010000000.0,Bank Mandiri,HESTI FITRIANI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PETISAH,GLUGUR KOTA,111,111,20236,Jalan Dewi No 57,Ya,LPG_218306,3.588793,98.688956,Active Diperbaharui
793603,PT. INTI GAS NUSANTARA,KOTA MEDAN,Regular,1.2023779546646,FITRIANI GAS,lestarifitriani669@gmail.com,81218276960,1271147013166855,Lestari Fitriani,1207278067780000,800,,Cashless,1060010000000.0,Bank Mandiri,LESTARI FITRIANI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN KOTA,SIDORAME BARAT II,111,111,20236,Jalan Priasa No 31,Ya,LPG_227957,3.594143,98.676813,Active Diperbaharui
793601,PT. PATRA NIAGA MEDAN,KOTA MEDAN,Regular,1.2023772762773,ARIYANI MAJU,sitiariyani648@gmail.com,81218335448,1271334884103640,Siti Ariyani,1207360403820000,800,11 OKTOBER 2019,Cashless,1060010000000.0,Bank Mandiri,SITI ARIYANI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PETISAH,SIDORAME BARAT II,111,111,20235,Jalan Nose No 179,Ya,LPG_223600,3.582011,98.674408,Active Diperbaharui
793602,PT. PATRA NIAGA MEDAN,KOTA MEDAN,Regular,1.2023745663954,SPBU 142011183,pratamapriasa965@gmail.com,81299026273,1271838801384801,Pratama Priasa,1207376874310000,1000,,Cashless,1060010000000.0,Bank Mandiri,PRATAMA PRIASA,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN KOTA,GAHARU,111,111,20236,Jalan Nose No 20,Ya,LPG_212812,3.614047,98.672455,Active Diperbaharui
793602,PT. BERKAH LPG SEJAHTERA,KOTA MEDAN,Regular,1.2023665568622,SANTOSO JAYA,hestisantoso732@gmail.com,81298472625,1271174697461825,Hesti Santoso,,1120,,Cashless,1060010000000.0,Bank Mandiri,HESTI SANTOSO,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN KOTA,SIDORAME BARAT II,111,111,20114,Jalan Wahyuni No 139,Ya,LPG_211380,3.583422,98.67711,Active Diperbaharui
793601,PT. INTI GAS NUSANTARA,KOTA MEDAN,Regular,1.2023789840455,ARIYANI JAYA,andiariyani144@gmail.com,81298487252,1271291270486882,Andi Ariyani,1207426197550000,800,,Cashless,1060010000000.0,Bank Mandiri,ANDI ARIYANI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN KOTA,GAHARU,111,111,20235,Jalan Priasa No 37,Ya,LPG_211697,3.581252,98.660611,Active Diperbaharui
